filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,4,"{""name"":""rect"",""x"":404,""y"":101,""width"":41,""height"":46}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,5,"{""name"":""rect"",""x"":318,""y"":266,""width"":26,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,6,"{""name"":""rect"",""x"":305,""y"":301,""width"":51,""height"":24}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,7,"{""name"":""rect"",""x"":139,""y"":430,""width"":44,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,8,"{""name"":""rect"",""x"":96,""y"":476,""width"":27,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,9,"{""name"":""rect"",""x"":50,""y"":540,""width"":56,""height"":57}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,10,"{""name"":""rect"",""x"":340,""y"":369,""width"":40,""height"":30}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,11,"{""name"":""rect"",""x"":6,""y"":658,""width"":48,""height"":34}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,12,"{""name"":""rect"",""x"":735,""y"":103,""width"":44,""height"":34}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,13,"{""name"":""rect"",""x"":632,""y"":220,""width"":33,""height"":45}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,14,"{""name"":""rect"",""x"":837,""y"":214,""width"":44,""height"":45}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,15,"{""name"":""rect"",""x"":814,""y"":108,""width"":34,""height"":56}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,16,"{""name"":""rect"",""x"":783,""y"":347,""width"":40,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,17,"{""name"":""rect"",""x"":803,""y"":333,""width"":49,""height"":33}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,18,"{""name"":""rect"",""x"":845,""y"":527,""width"":44,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,19,"{""name"":""rect"",""x"":613,""y"":4,""width"":70,""height"":38}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,20,"{""name"":""rect"",""x"":510,""y"":12,""width"":82,""height"":42}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,21,"{""name"":""rect"",""x"":151,""y"":105,""width"":78,""height"":38}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,22,"{""name"":""rect"",""x"":436,""y"":679,""width"":67,""height"":59}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,23,"{""name"":""rect"",""x"":115,""y"":745,""width"":48,""height"":34}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,24,"{""name"":""rect"",""x"":290,""y"":691,""width"":41,""height"":76}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,25,"{""name"":""rect"",""x"":660,""y"":863,""width"":59,""height"":56}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,26,"{""name"":""rect"",""x"":530,""y"":826,""width"":59,""height"":57}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,27,"{""name"":""rect"",""x"":430,""y"":821,""width"":61,""height"":50}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,28,"{""name"":""rect"",""x"":939,""y"":846,""width"":56,""height"":43}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,29,"{""name"":""rect"",""x"":208,""y"":677,""width"":44,""height"":53}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,30,"{""name"":""rect"",""x"":588,""y"":465,""width"":40,""height"":31}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,31,"{""name"":""rect"",""x"":564,""y"":466,""width"":39,""height"":59}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---46.png,1417666,"{}",33,32,"{""name"":""rect"",""x"":933,""y"":60,""width"":39,""height"":64}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,0,"{""name"":""rect"",""x"":41,""y"":3,""width"":35,""height"":21}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,1,"{""name"":""rect"",""x"":70,""y"":156,""width"":44,""height"":42}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,2,"{""name"":""rect"",""x"":196,""y"":108,""width"":28,""height"":50}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,3,"{""name"":""rect"",""x"":172,""y"":112,""width"":31,""height"":24}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,4,"{""name"":""rect"",""x"":147,""y"":66,""width"":40,""height"":33}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,5,"{""name"":""rect"",""x"":192,""y"":50,""width"":40,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,6,"{""name"":""rect"",""x"":124,""y"":24,""width"":41,""height"":29}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,7,"{""name"":""rect"",""x"":157,""y"":17,""width"":42,""height"":29}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,8,"{""name"":""rect"",""x"":464,""y"":35,""width"":40,""height"":39}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,9,"{""name"":""rect"",""x"":625,""y"":71,""width"":39,""height"":48}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,10,"{""name"":""rect"",""x"":838,""y"":27,""width"":40,""height"":37}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,11,"{""name"":""rect"",""x"":738,""y"":102,""width"":50,""height"":27}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,12,"{""name"":""rect"",""x"":888,""y"":106,""width"":44,""height"":42}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,13,"{""name"":""rect"",""x"":140,""y"":213,""width"":41,""height"":28}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,14,"{""name"":""rect"",""x"":204,""y"":187,""width"":37,""height"":29}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,15,"{""name"":""rect"",""x"":242,""y"":181,""width"":34,""height"":25}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,16,"{""name"":""rect"",""x"":228,""y"":205,""width"":40,""height"":31}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,17,"{""name"":""rect"",""x"":196,""y"":226,""width"":41,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,18,"{""name"":""rect"",""x"":320,""y"":218,""width"":32,""height"":39}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,19,"{""name"":""rect"",""x"":95,""y"":384,""width"":47,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,20,"{""name"":""rect"",""x"":558,""y"":272,""width"":36,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,21,"{""name"":""rect"",""x"":406,""y"":315,""width"":52,""height"":31}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,22,"{""name"":""rect"",""x"":739,""y"":148,""width"":45,""height"":28}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,23,"{""name"":""rect"",""x"":768,""y"":159,""width"":49,""height"":38}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,24,"{""name"":""rect"",""x"":846,""y"":116,""width"":44,""height"":32}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,25,"{""name"":""rect"",""x"":943,""y"":116,""width"":30,""height"":37}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,26,"{""name"":""rect"",""x"":880,""y"":177,""width"":46,""height"":35}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,27,"{""name"":""rect"",""x"":829,""y"":135,""width"":40,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,28,"{""name"":""rect"",""x"":522,""y"":259,""width"":39,""height"":70}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,29,"{""name"":""rect"",""x"":786,""y"":265,""width"":25,""height"":49}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,30,"{""name"":""rect"",""x"":753,""y"":365,""width"":40,""height"":39}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,31,"{""name"":""rect"",""x"":508,""y"":424,""width"":44,""height"":40}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,32,"{""name"":""rect"",""x"":550,""y"":396,""width"":36,""height"":84}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,33,"{""name"":""rect"",""x"":298,""y"":532,""width"":31,""height"":44}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,34,"{""name"":""rect"",""x"":354,""y"":448,""width"":39,""height"":47}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,35,"{""name"":""rect"",""x"":306,""y"":486,""width"":31,""height"":54}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,36,"{""name"":""rect"",""x"":314,""y"":863,""width"":41,""height"":36}","{""Age Class"":""Pup""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,37,"{""name"":""rect"",""x"":14,""y"":847,""width"":68,""height"":46}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,38,"{""name"":""rect"",""x"":627,""y"":682,""width"":71,""height"":38}","{""Age Class"":""Adult""}"
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---47.png,1410895,"{}",42,39,"{""name"":""rect"",""x"":161,""y"":249,""width"":37,""height"":34}","{""Age Class"":""Pup""}"
